,HEFAMINC,HRNUMHOU,HRHTYPE,PTDTRACE,PREMPNOT,PRCHLD,HETS2O,HETS6O,HETS8CO,HESP1,HETSP3O
69694,10,3,1,1,1,4,100,30,-1,2,-1
69695,10,3,1,1,1,4,100,30,-1,2,-1
69696,10,3,1,1,4,0,100,30,-1,2,-1
69697,14,1,6,1,1,0,50,80,-1,-1,-1
69698,5,5,1,2,4,0,30,-1,40,1,80
69699,5,5,1,2,4,0,30,-1,40,1,80
69700,5,5,1,2,4,0,30,-1,40,1,80
69701,5,5,1,2,4,0,30,-1,40,1,80
69702,5,5,1,2,1,0,30,-1,40,1,80
69703,12,6,4,2,1,0,70,10,-1,-1,-1
69704,12,6,4,2,1,2,70,10,-1,-1,-1
69705,12,6,4,2,-1,0,70,10,-1,-1,-1
69706,12,6,4,2,4,0,70,10,-1,-1,-1
69707,12,6,4,2,1,0,70,10,-1,-1,-1
69708,12,6,4,2,4,0,70,10,-1,-1,-1
69709,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69710,1,1,7,1,4,0,-1,-1,-1,-1,-1
69711,15,1,7,1,4,0,-1,-1,-1,-1,-1
69712,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69713,11,2,1,1,1,0,-1,-1,-1,-1,-1
69714,11,2,1,1,1,0,-1,-1,-1,-1,-1
69715,11,2,1,1,1,0,-1,-1,-1,-1,-1
69716,11,2,1,1,1,0,-1,-1,-1,-1,-1
69717,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
69718,13,4,4,1,4,0,300,100,-1,-1,-1
69719,13,4,4,1,1,0,300,100,-1,-1,-1
69720,13,4,4,1,4,0,300,100,-1,-1,-1
69721,13,4,4,1,1,0,300,100,-1,-1,-1
69722,6,1,6,1,4,0,30,-1,20,2,-1
69723,6,3,1,2,4,0,-1,-1,-1,-1,-1
69724,6,3,1,2,4,0,-1,-1,-1,-1,-1
69725,6,3,1,2,4,0,-1,-1,-1,-1,-1
69726,10,2,3,2,4,0,250,-1,-1,-1,-1
69727,10,2,3,2,2,0,250,-1,-1,-1,-1
69728,6,2,1,1,4,0,-1,-1,-1,2,-1
69729,6,2,1,1,4,0,-1,-1,-1,2,-1
69730,9,2,1,2,1,0,70,30,-1,1,70
69731,9,2,1,2,4,0,70,30,-1,1,70
69732,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
69733,8,4,1,1,1,4,250,100,-1,2,-1
69734,8,4,1,1,1,4,250,100,-1,2,-1
69735,8,4,1,1,4,0,250,100,-1,2,-1
69736,8,4,1,1,4,0,250,100,-1,2,-1
69737,11,2,4,2,1,0,-1,-1,-1,-1,-1
69738,11,2,4,2,4,0,-1,-1,-1,-1,-1
69739,7,3,1,1,4,0,-1,-1,-1,-1,-1
69740,7,3,1,1,1,0,-1,-1,-1,-1,-1
69741,7,3,1,1,1,0,-1,-1,-1,-1,-1
69742,9,1,6,1,4,0,-1,-1,-1,-1,-1
73595,7,3,4,2,1,8,-1,-1,-1,-1,-1
73596,7,3,4,2,-1,0,-1,-1,-1,-1,-1
73597,7,3,4,2,-1,0,-1,-1,-1,-1,-1
73598,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
73599,6,2,4,1,4,0,-1,-1,30,2,-1
73600,6,2,4,1,4,0,-1,-1,30,2,-1
73601,8,1,7,1,4,0,-1,-1,-1,-1,-1
73602,14,2,4,2,1,3,120,-1,-1,-1,-1
73603,14,2,4,2,-1,0,120,-1,-1,-1,-1
73604,10,4,4,2,1,0,70,30,-1,1,220
73605,10,4,4,2,4,2,70,30,-1,1,220
73606,10,4,4,2,-1,0,70,30,-1,1,220
73607,10,4,4,2,4,0,70,30,-1,1,220
73608,8,2,3,1,4,0,150,40,-1,2,-1
73609,8,2,3,1,4,0,150,40,-1,2,-1
73610,14,2,1,2,1,0,60,50,60,-1,-1
73611,14,2,1,2,1,0,60,50,60,-1,-1
73612,15,4,1,1,1,8,-1,-1,-1,-1,-1
73613,15,4,1,1,1,8,-1,-1,-1,-1,-1
73614,15,4,1,1,-1,0,-1,-1,-1,-1,-1
73615,15,4,1,1,-1,0,-1,-1,-1,-1,-1
73616,6,2,3,1,4,0,30,20,-1,2,-1
73617,6,2,3,1,4,0,30,20,-1,2,-1
73618,3,1,6,2,4,0,-1,-1,-1,-1,-1
73619,3,1,7,2,4,0,-1,-1,-1,-1,-1
73620,3,6,1,1,1,8,450,20,100,1,600
73621,3,6,1,1,4,8,450,20,100,1,600
73622,3,6,1,1,4,0,450,20,100,1,600
73623,3,6,1,1,-1,0,450,20,100,1,600
73624,3,6,1,1,-1,0,450,20,100,1,600
73625,3,6,1,1,1,0,450,20,100,1,600
73626,1,2,1,1,1,0,200,10,-1,2,-1
73627,1,2,1,1,1,0,200,10,-1,2,-1
73628,6,3,1,1,4,0,-1,-1,100,2,-1
73629,6,3,1,1,4,0,-1,-1,100,2,-1
73630,6,3,1,1,4,0,-1,-1,100,2,-1
73631,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
73632,5,1,7,2,4,0,40,-1,-1,1,20
73633,12,1,6,1,4,0,80,20,-1,-1,-1
73634,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
73635,1,2,4,2,4,0,-1,-1,100,1,240
73636,1,2,4,2,4,0,-1,-1,100,1,240
73637,12,2,1,2,1,0,-1,-1,-1,-1,-1
73638,12,2,1,2,1,0,-1,-1,-1,-1,-1
73639,16,5,1,1,1,0,-1,-1,-1,-1,-1
73640,16,5,1,1,1,0,-1,-1,-1,-1,-1
73641,16,5,1,1,1,0,-1,-1,-1,-1,-1
73642,16,5,1,1,1,0,-1,-1,-1,-1,-1
73643,16,5,1,1,1,0,-1,-1,-1,-1,-1
73644,13,3,1,2,1,3,-1,-1,-1,-1,-1
73645,13,3,1,2,1,3,-1,-1,-1,-1,-1
73646,13,3,1,2,-1,0,-1,-1,-1,-1,-1
73647,11,2,1,1,1,0,80,20,-1,-1,-1
73648,11,2,1,1,1,0,80,20,-1,-1,-1
73649,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
73650,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
73651,9,2,4,1,1,0,40,-1,20,2,-1
73652,9,2,4,1,4,0,40,-1,20,2,-1
73653,1,1,7,1,4,0,-1,-1,-1,-1,-1
73654,12,2,1,1,1,0,-1,-1,-1,-1,-1
73655,12,2,1,1,1,0,-1,-1,-1,-1,-1
73656,8,2,7,1,4,0,-1,-1,-1,-1,-1
73657,8,2,7,1,4,0,-1,-1,-1,-1,-1
73658,11,4,1,1,4,3,140,-1,-1,2,-1
73659,11,4,1,1,1,3,140,-1,-1,2,-1
73660,11,4,1,1,-1,0,140,-1,-1,2,-1
73661,11,4,1,1,-1,0,140,-1,-1,2,-1
73662,10,4,1,1,1,0,-1,-1,-1,-1,-1
73663,10,4,1,1,1,0,-1,-1,-1,-1,-1
73664,10,4,1,1,1,2,-1,-1,-1,-1,-1
73665,10,4,1,1,-1,0,-1,-1,-1,-1,-1
73666,5,2,4,1,4,0,40,20,-1,2,-1
73667,5,2,4,1,-1,0,40,20,-1,2,-1
73668,14,2,1,1,1,0,210,40,-1,-1,-1
73669,14,2,1,1,1,0,210,40,-1,-1,-1
73670,13,2,1,1,4,0,250,60,-1,-1,-1
73671,13,2,1,1,4,0,250,60,-1,-1,-1
73672,15,2,1,1,3,0,200,-1,-1,-1,-1
73673,15,2,1,4,4,0,200,-1,-1,-1,-1
73674,14,2,1,1,4,0,-1,-1,-1,-1,-1
73675,14,2,1,1,1,0,-1,-1,-1,-1,-1
73676,5,3,4,1,1,3,130,20,-1,2,-1
73677,5,3,4,1,4,0,130,20,-1,2,-1
73678,5,3,4,1,-1,0,130,20,-1,2,-1
73679,7,1,7,1,4,0,80,30,-1,2,-1
73680,4,1,7,1,4,0,80,-1,-1,2,-1
73681,4,3,4,2,4,0,-1,-1,-1,-1,-1
73682,4,3,4,2,-1,0,-1,-1,-1,-1,-1
73683,4,3,4,2,-1,0,-1,-1,-1,-1,-1
73684,10,4,4,2,4,6,-1,-1,-1,-1,-1
73685,10,4,4,2,-1,0,-1,-1,-1,-1,-1
73686,10,4,4,2,-1,0,-1,-1,-1,-1,-1
73687,10,4,4,2,-1,0,-1,-1,-1,-1,-1
73688,5,2,6,2,1,0,100,30,-1,-1,-1
73689,5,2,6,2,1,0,100,30,-1,-1,-1
73690,12,7,4,2,4,0,250,30,-1,-1,-1
73691,12,7,4,2,1,0,250,30,-1,-1,-1
73692,12,7,4,2,1,0,250,30,-1,-1,-1
73693,12,7,4,2,1,2,250,30,-1,-1,-1
73694,12,7,4,2,-1,0,250,30,-1,-1,-1
73695,12,7,4,2,4,0,250,30,-1,-1,-1
73696,12,7,4,2,-1,0,250,30,-1,-1,-1
73697,14,2,1,1,4,0,180,-1,-1,-1,-1
73698,14,2,1,1,4,0,180,-1,-1,-1,-1
73699,10,3,1,1,1,2,-1,-1,-1,-1,-1
73700,10,3,1,1,1,2,-1,-1,-1,-1,-1
73701,10,3,1,1,-1,0,-1,-1,-1,-1,-1
73702,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
73703,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
73704,4,1,7,1,4,0,-1,-1,10,2,-1
73705,6,1,7,1,4,0,-1,-1,-1,-1,-1
73706,12,2,1,2,4,0,-1,-1,-1,-1,-1
73707,12,2,1,2,1,0,-1,-1,-1,-1,-1
73708,4,3,4,2,2,3,100,-1,50,1,150
73709,4,3,4,2,-1,0,100,-1,50,1,150
73710,4,3,4,2,-1,0,100,-1,50,1,150
73711,5,4,4,2,4,0,150,30,-1,2,-1
73712,5,4,4,2,4,0,150,30,-1,2,-1
73713,5,4,4,2,-1,0,150,30,-1,2,-1
73714,5,4,4,2,1,0,150,30,-1,2,-1
73715,12,2,7,1,4,0,-1,-1,-1,-1,-1
73716,12,2,7,1,1,0,-1,-1,-1,-1,-1
73717,6,4,3,1,4,10,70,10,100,2,-1
73718,6,4,3,1,1,0,70,10,100,2,-1
73719,6,4,3,1,4,0,70,10,100,2,-1
73720,6,4,3,1,-1,0,70,10,100,2,-1
73721,7,2,1,1,4,0,40,-1,-1,2,-1
73722,7,2,1,1,1,0,40,-1,-1,2,-1
73723,12,2,1,1,1,0,140,40,-1,-1,-1
73724,12,2,1,1,1,0,140,40,-1,-1,-1
73725,16,2,3,1,1,4,-1,-1,-1,-1,-1
73726,16,2,3,1,4,0,-1,-1,-1,-1,-1
73727,14,2,1,1,4,0,-1,-1,-1,-1,-1
73728,14,2,1,1,4,0,-1,-1,-1,-1,-1
73729,14,2,1,1,1,0,100,-1,-1,-1,-1
73730,14,2,1,1,1,0,100,-1,-1,-1,-1
73731,12,3,1,1,1,1,50,80,-1,-1,-1
73732,12,3,1,1,1,1,50,80,-1,-1,-1
73733,12,3,1,1,-1,0,50,80,-1,-1,-1
73734,2,4,4,2,4,6,300,-1,100,1,500
73735,2,4,4,2,-1,0,300,-1,100,1,500
73736,2,4,4,2,-1,0,300,-1,100,1,500
73737,2,4,4,2,-1,0,300,-1,100,1,500
73738,11,1,6,1,1,0,-1,-1,-1,-1,-1
73739,11,1,6,2,4,0,50,-1,30,-1,-1
73740,5,4,1,2,1,3,50,30,20,-1,-1
73741,5,4,1,2,1,3,50,30,20,-1,-1
73742,5,4,1,2,4,0,50,30,20,-1,-1
73743,5,4,1,2,-1,0,50,30,20,-1,-1
73744,10,1,6,2,4,0,-1,-1,-1,-1,-1
73745,3,3,4,2,2,4,200,30,-1,1,430
73746,3,3,4,2,4,0,200,30,-1,1,430
73747,3,3,4,2,4,0,200,30,-1,1,430
73748,1,2,3,2,1,0,120,50,50,-1,-1
73749,1,2,3,2,-1,0,120,50,50,-1,-1
73750,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
73751,5,1,7,2,4,0,-1,-1,-1,-1,-1
74650,15,3,1,1,1,3,-1,-1,-1,-1,-1
74651,15,3,1,1,1,3,-1,-1,-1,-1,-1
74652,15,3,1,1,-1,0,-1,-1,-1,-1,-1
74653,15,3,1,1,1,4,250,30,-1,-1,-1
74654,15,3,1,1,1,4,250,30,-1,-1,-1
74655,15,3,1,1,4,0,250,30,-1,-1,-1
74893,14,5,1,1,4,3,-1,-1,-1,-1,-1
74894,14,5,1,1,4,3,-1,-1,-1,-1,-1
74895,14,5,1,1,4,0,-1,-1,-1,-1,-1
74896,14,5,1,1,-1,0,-1,-1,-1,-1,-1
74897,14,5,1,1,-1,0,-1,-1,-1,-1,-1
74898,15,5,1,1,1,0,150,50,-1,-1,-1
74899,15,5,1,1,4,0,150,50,-1,-1,-1
74900,15,5,1,1,1,2,150,50,-1,-1,-1
74901,15,5,1,1,-1,0,150,50,-1,-1,-1
74902,15,5,1,1,-1,0,150,50,-1,-1,-1
74903,8,4,1,1,1,8,-1,-1,-1,-1,-1
74904,8,4,1,1,1,8,-1,-1,-1,-1,-1
74905,8,4,1,1,-1,0,-1,-1,-1,-1,-1
74906,8,4,1,1,-1,0,-1,-1,-1,-1,-1
85739,15,4,1,1,1,4,-1,-1,-1,-1,-1
85740,15,4,1,1,1,4,-1,-1,-1,-1,-1
85741,15,4,1,1,4,0,-1,-1,-1,-1,-1
85742,15,4,1,1,4,0,-1,-1,-1,-1,-1
85743,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
85744,10,6,1,1,4,10,-1,-1,-1,-1,-1
85745,10,6,1,1,1,10,-1,-1,-1,-1,-1
85746,10,6,1,1,-1,0,-1,-1,-1,-1,-1
85747,10,6,1,1,-1,0,-1,-1,-1,-1,-1
85748,10,6,1,1,-1,0,-1,-1,-1,-1,-1
85749,10,6,1,1,-1,0,-1,-1,-1,-1,-1
85750,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
85751,11,2,1,1,4,0,-1,-1,-1,-1,-1
85752,11,2,1,1,1,0,-1,-1,-1,-1,-1
85753,10,1,7,2,4,0,-1,-1,-1,2,-1
85754,12,3,1,1,1,4,-1,-1,-1,-1,-1
85755,12,3,1,1,4,4,-1,-1,-1,-1,-1
85756,12,3,1,1,-1,0,-1,-1,-1,-1,-1
85757,14,2,1,1,4,0,-1,-1,-1,-1,-1
85758,14,2,1,1,4,0,-1,-1,-1,-1,-1
85759,13,6,1,1,4,0,150,30,-1,2,-1
85760,13,6,1,1,1,0,150,30,-1,2,-1
85761,13,6,1,1,1,0,150,30,-1,2,-1
85762,13,6,1,1,1,0,150,30,-1,2,-1
85763,13,6,1,1,1,0,150,30,-1,2,-1
85764,13,6,1,7,4,0,150,30,-1,2,-1
85765,8,4,4,1,1,8,280,50,-1,1,640
85766,8,4,4,1,-1,0,280,50,-1,1,640
85767,8,4,4,1,-1,0,280,50,-1,1,640
85768,8,4,4,1,-1,0,280,50,-1,1,640
85769,9,2,1,2,1,0,100,30,100,2,-1
85770,9,2,1,2,1,0,100,30,100,2,-1
85771,2,1,7,1,4,0,-1,-1,-1,-1,-1
85772,5,1,6,1,4,0,20,-1,-1,2,-1
85773,9,2,1,1,4,0,50,10,-1,2,-1
85774,9,2,1,4,4,0,50,10,-1,2,-1
85775,16,4,1,1,1,10,180,100,-1,-1,-1
85776,16,4,1,1,1,10,180,100,-1,-1,-1
85777,16,4,1,1,4,0,180,100,-1,-1,-1
85778,16,4,1,1,-1,0,180,100,-1,-1,-1
85779,9,3,4,1,4,0,160,-1,-1,2,-1
85780,9,3,4,1,4,0,160,-1,-1,2,-1
85781,9,3,4,1,1,0,160,-1,-1,2,-1
85782,7,1,7,2,4,0,30,-1,-1,2,-1
85783,11,1,7,1,4,0,-1,-1,-1,-1,-1
85784,16,2,4,1,1,0,30,40,50,-1,-1
85785,16,2,4,1,1,0,30,40,50,-1,-1
85786,2,2,1,1,4,0,-1,-1,-1,-1,-1
85787,2,2,1,1,4,0,-1,-1,-1,-1,-1
85788,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
85789,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
85790,11,4,1,1,1,3,-1,-1,-1,-1,-1
85791,11,4,1,1,1,3,-1,-1,-1,-1,-1
85792,11,4,1,1,-1,0,-1,-1,-1,-1,-1
85793,11,4,1,1,-1,0,-1,-1,-1,-1,-1
85794,9,4,1,1,4,3,-1,4,80,2,-1
85795,9,4,1,1,1,3,-1,4,80,2,-1
85796,9,4,1,1,-1,0,-1,4,80,2,-1
85797,9,4,1,1,-1,0,-1,4,80,2,-1
85798,4,1,7,2,4,0,-1,-1,-1,-1,-1
85799,15,4,1,1,1,2,250,-1,-1,-1,-1
85800,15,4,1,1,4,2,250,-1,-1,-1,-1
85801,15,4,1,1,-1,0,250,-1,-1,-1,-1
85802,15,4,1,1,-1,0,250,-1,-1,-1,-1
85803,13,4,4,2,1,10,200,-1,-1,-1,-1
85804,13,4,4,2,4,0,200,-1,-1,-1,-1
85805,13,4,4,2,-1,0,200,-1,-1,-1,-1
85806,13,4,4,2,-1,0,200,-1,-1,-1,-1
85807,16,2,1,1,1,0,-1,-1,-1,-1,-1
85808,16,2,1,1,1,0,-1,-1,-1,-1,-1
85809,13,2,1,1,1,0,-1,-1,-1,-1,-1
85810,13,2,1,1,4,0,-1,-1,-1,-1,-1
85811,8,2,6,1,1,0,-1,-1,20,2,-1
85812,8,2,6,1,4,0,-1,-1,20,2,-1
85813,5,1,6,2,4,0,-1,-1,-1,-1,-1
85814,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
85815,3,2,1,2,4,0,-1,-1,-1,-1,-1
85816,3,2,1,2,4,0,-1,-1,-1,-1,-1
85817,12,2,1,1,1,0,-1,120,-1,-1,-1
85818,12,2,1,1,1,0,-1,120,-1,-1,-1
85819,8,2,1,7,4,0,180,-1,40,2,-1
85820,8,2,1,1,1,0,180,-1,40,2,-1
85821,15,2,1,1,1,0,-1,-1,-1,-1,-1
85822,15,2,1,1,1,0,-1,-1,-1,-1,-1
85823,16,2,4,2,1,0,180,30,30,-1,-1
85824,16,2,4,2,4,0,180,30,30,-1,-1
85825,12,3,3,2,4,0,80,60,50,2,-1
85826,12,3,3,2,1,0,80,60,50,2,-1
85827,12,3,3,2,-1,0,80,60,50,2,-1
85828,6,1,6,1,1,0,80,10,-1,2,-1
85829,13,3,1,1,1,2,180,50,-1,-1,-1
85830,13,3,1,1,4,2,180,50,-1,-1,-1
85831,13,3,1,1,-1,0,180,50,-1,-1,-1
85832,5,1,7,1,4,0,-1,-1,-1,2,-1
85833,9,2,1,2,4,0,110,30,-1,2,-1
85834,9,2,1,2,4,0,110,30,-1,2,-1
85835,15,3,1,2,1,0,50,30,-1,-1,-1
85836,15,3,1,2,1,0,50,30,-1,-1,-1
85837,15,3,1,2,4,0,50,30,-1,-1,-1
85838,13,5,1,1,2,5,-1,-1,-1,-1,-1
85839,13,5,1,1,4,5,-1,-1,-1,-1,-1
85840,13,5,1,1,-1,0,-1,-1,-1,-1,-1
85841,13,5,1,1,-1,0,-1,-1,-1,-1,-1
85842,13,5,1,1,-1,0,-1,-1,-1,-1,-1
85843,13,3,4,2,1,4,100,30,100,1,360
85844,13,3,4,2,4,0,100,30,100,1,360
85845,13,3,4,2,4,0,100,30,100,1,360
85846,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
85847,13,3,1,1,1,4,120,100,-1,-1,-1
85848,13,3,1,1,1,4,120,100,-1,-1,-1
85849,13,3,1,1,4,0,120,100,-1,-1,-1
85850,7,1,6,2,4,0,-1,-1,-1,-1,-1
85851,4,1,7,2,4,0,-1,-1,40,1,20
85852,6,3,4,2,1,4,-1,-1,-1,-1,-1
85853,6,3,4,2,1,0,-1,-1,-1,-1,-1
85854,6,3,4,2,-1,0,-1,-1,-1,-1,-1
85855,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
89119,12,2,1,1,1,0,-1,-1,-1,-1,-1
89120,12,2,1,1,1,0,-1,-1,-1,-1,-1
89121,9,2,1,1,4,0,120,-1,-1,-1,-1
89122,9,2,1,1,4,0,120,-1,-1,-1,-1
89123,4,1,7,6,4,0,-1,-1,-1,2,-1
89124,12,2,1,1,4,0,-1,-1,-1,-1,-1
89125,12,2,1,1,4,0,-1,-1,-1,-1,-1
89126,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
89127,16,1,6,2,4,0,-1,-1,-1,-1,-1
89128,10,2,4,2,4,0,-1,40,50,2,-1
89129,10,2,4,2,1,0,-1,40,50,2,-1
89130,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
89131,11,3,1,1,1,0,250,20,-1,-1,-1
89132,11,3,1,1,4,0,250,20,-1,-1,-1
89133,11,3,1,1,1,0,250,20,-1,-1,-1
89134,7,4,4,2,4,2,180,-1,50,1,60
89135,7,4,4,2,1,0,180,-1,50,1,60
89136,7,4,4,2,-1,0,180,-1,50,1,60
89137,7,4,4,2,-1,0,180,-1,50,1,60
89138,2,4,4,2,4,6,160,-1,-1,-1,-1
89139,2,4,4,2,-1,0,160,-1,-1,-1,-1
89140,2,4,4,2,-1,0,160,-1,-1,-1,-1
89141,2,4,4,2,-1,0,160,-1,-1,-1,-1
89142,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
89143,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
89144,3,1,7,2,4,0,60,20,20,2,-1
89145,2,1,6,2,4,0,80,-1,20,2,-1
89146,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
89147,14,2,1,2,1,0,300,50,-1,-1,-1
89148,14,2,1,2,1,0,300,50,-1,-1,-1
89149,7,2,1,1,4,0,20,4,10,1,20
89150,7,2,1,1,4,0,20,4,10,1,20
89151,11,2,3,1,4,0,150,200,-1,2,-1
89152,11,2,3,1,4,0,150,200,-1,2,-1
89153,12,2,4,2,4,0,80,10,40,2,-1
89154,12,2,4,2,4,0,80,10,40,2,-1
89155,12,4,1,1,1,6,140,100,-1,2,-1
89156,12,4,1,1,1,6,140,100,-1,2,-1
89157,12,4,1,1,-1,0,140,100,-1,2,-1
89158,12,4,1,1,-1,0,140,100,-1,2,-1
89159,5,1,6,2,4,0,30,10,-1,-1,-1
89160,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
89161,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
89162,13,2,1,5,1,0,100,40,-1,-1,-1
89163,13,2,1,1,4,0,100,40,-1,-1,-1
89164,13,1,6,2,1,0,-1,-1,-1,-1,-1
89165,2,1,6,2,4,0,70,4,30,1,60
89166,13,3,1,6,1,0,-1,-1,-1,-1,-1
89167,13,3,1,1,4,0,-1,-1,-1,-1,-1
89168,13,3,1,1,4,0,-1,-1,-1,-1,-1
89169,10,1,6,1,4,0,-1,-1,-1,-1,-1
89170,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
89171,3,1,7,2,4,0,-1,-1,30,2,-1
89172,12,5,4,1,1,4,360,-1,-1,2,-1
89173,12,5,4,1,1,0,360,-1,-1,2,-1
89174,12,5,4,1,4,0,360,-1,-1,2,-1
89175,12,5,4,1,4,0,360,-1,-1,2,-1
89176,12,5,4,1,1,0,360,-1,-1,2,-1
89177,-1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
89178,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
89179,14,1,7,1,1,0,100,-1,-1,-1,-1
89180,3,1,6,2,4,0,-1,-1,-1,-1,-1
89181,6,1,7,6,4,0,-1,-1,-1,-1,-1
89182,9,2,1,1,1,0,250,40,-1,2,-1
89183,9,2,1,1,4,0,250,40,-1,2,-1
89184,7,7,4,2,4,10,280,20,-1,1,300
89185,7,7,4,2,-1,0,280,20,-1,1,300
89186,7,7,4,2,-1,0,280,20,-1,1,300
89187,7,7,4,2,-1,0,280,20,-1,1,300
89188,7,7,4,2,-1,0,280,20,-1,1,300
89189,7,7,4,2,-1,0,280,20,-1,1,300
89190,7,7,4,2,-1,0,280,20,-1,1,300
89191,11,6,1,2,4,0,-1,-1,-1,-1,-1
89192,11,6,1,2,1,0,-1,-1,-1,-1,-1
89193,11,6,1,2,4,1,-1,-1,-1,-1,-1
89194,11,6,1,2,-1,0,-1,-1,-1,-1,-1
89195,11,6,1,2,-1,0,-1,-1,-1,-1,-1
89196,11,6,1,2,1,0,-1,-1,-1,-1,-1
89197,13,2,1,1,1,0,100,-1,-1,-1,-1
89198,13,2,1,1,1,0,100,-1,-1,-1,-1
89199,15,3,4,1,1,8,210,-1,-1,-1,-1
89200,15,3,4,1,-1,0,210,-1,-1,-1,-1
89201,15,3,4,1,-1,0,210,-1,-1,-1,-1
89202,15,3,1,2,1,3,180,50,-1,-1,-1
89203,15,3,1,2,1,3,180,50,-1,-1,-1
89204,15,3,1,2,-1,0,180,50,-1,-1,-1
89205,12,3,1,1,1,0,-1,-1,-1,-3,-1
89206,12,3,1,1,1,0,-1,-1,-1,-3,-1
89207,12,3,1,1,1,0,-1,-1,-1,-3,-1
89208,14,3,1,2,1,4,60,10,-1,-1,-1
89209,14,3,1,2,1,4,60,10,-1,-1,-1
89210,14,3,1,2,4,0,60,10,-1,-1,-1
89211,13,2,6,1,1,0,180,20,-1,-1,-1
89212,13,2,6,1,1,0,180,20,-1,-1,-1
89213,6,3,4,2,1,3,-1,-1,-1,-1,-1
89214,6,3,4,2,-1,0,-1,-1,-1,-1,-1
89215,6,3,4,2,-1,0,-1,-1,-1,-1,-1
89216,9,2,1,1,4,0,-1,-1,-1,-1,-1
89217,9,2,1,1,1,0,-1,-1,-1,-1,-1
89218,9,1,7,2,1,0,-1,-1,-1,-1,-1
100177,12,2,1,2,4,0,280,80,-1,-1,-1
100178,12,2,1,2,1,0,280,80,-1,-1,-1
100179,12,1,7,2,1,0,80,-1,-1,-1,-1
100180,14,6,4,2,4,0,-1,-1,-1,-1,-1
100181,14,6,4,2,2,0,-1,-1,-1,-1,-1
100182,14,6,4,2,1,0,-1,-1,-1,-1,-1
100183,14,6,4,2,1,0,-1,-1,-1,-1,-1
100184,14,6,4,2,-1,0,-1,-1,-1,-1,-1
100185,14,6,4,2,1,3,-1,-1,-1,-1,-1
100186,14,2,4,1,1,0,80,20,-1,-1,-1
100187,14,2,4,1,4,0,80,20,-1,-1,-1
100188,12,3,4,2,4,0,-1,-1,-1,-1,-1
100189,12,3,4,2,1,0,-1,-1,-1,-1,-1
100190,12,3,4,2,1,0,-1,-1,-1,-1,-1
100191,15,2,1,2,1,0,100,30,-1,-1,-1
100192,15,2,1,2,1,0,100,30,-1,-1,-1
100193,15,2,4,1,1,0,-1,-1,-1,-1,-1
100194,15,2,4,1,1,0,-1,-1,-1,-1,-1
100195,16,3,1,1,1,0,70,100,-1,-1,-1
100196,16,3,1,1,1,0,70,100,-1,-1,-1
100197,16,3,1,1,1,0,70,100,-1,-1,-1
100198,2,2,1,2,4,0,150,130,60,2,-1
100199,2,2,1,2,4,0,150,130,60,2,-1
100200,11,3,1,1,1,1,130,30,-1,-1,-1
100201,11,3,1,1,1,1,130,30,-1,-1,-1
100202,11,3,1,1,-1,0,130,30,-1,-1,-1
100203,13,3,3,1,1,4,-1,-1,-1,-1,-1
100204,13,3,3,1,4,0,-1,-1,-1,-1,-1
100205,13,3,3,1,-1,0,-1,-1,-1,-1,-1
100206,2,3,4,2,1,0,-1,-1,-1,2,-1
100207,2,3,4,2,2,0,-1,-1,-1,2,-1
100208,2,3,4,2,1,0,-1,-1,-1,2,-1
100209,7,1,7,1,4,0,-1,-1,-1,-1,-1
100210,4,1,6,1,4,0,80,-1,-1,2,-1
100211,7,5,4,1,4,10,210,30,-1,1,648
100212,7,5,4,1,4,0,210,30,-1,1,648
100213,7,5,4,1,-1,0,210,30,-1,1,648
100214,7,5,4,1,-1,0,210,30,-1,1,648
100215,7,5,4,1,-1,0,210,30,-1,1,648
